Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2012;09;afrikanische Länder;Sonst. Ausland;Ausland;176;497
2012;09;USA;Amerika;Ausland;3384;7978
2012;09;Kanada;Amerika;Ausland;730;1561
2012;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1423;2570
2012;09;China;Asien;Ausland;1688;2629
2012;09;Japan;Asien;Ausland;2541;4614
2012;09;asiatische Länder (o.China, Japan);Asien;Ausland;1846;4096
2012;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;1028;2085
2012;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;230;324
2012;10;Deutschland;Deutschland;Deutschland;151319;331772
2012;10;Belgien;Europa ohne Deutschland;Ausland;577;1219
2012;10;Dänemark;Europa ohne Deutschland;Ausland;689;1655
2012;10;Frankreich;Europa ohne Deutschland;Ausland;1184;2609
2012;10;Italien;Europa ohne Deutschland;Ausland;1095;2204
2012;10;Niederlande;Europa ohne Deutschland;Ausland;1835;4400
2012;10;Österreich;Europa ohne Deutschland;Ausland;2432;5311
2012;10;Polen;Europa ohne Deutschland;Ausland;1077;1712
2012;10;Schweden;Europa ohne Deutschland;Ausland;777;1312
2012;10;Schweiz;Europa ohne Deutschland;Ausland;2718;7306
2012;10;Russland;Europa ohne Deutschland;Ausland;1621;3126
2012;10;Spanien;Europa ohne Deutschland;Ausland;734;1611
2012;10;Tschechische Republik;Europa ohne Deutschland;Ausland;1383;2108
2012;10;Großbritannien;Europa ohne Deutschland;Ausland;2344;5126
2012;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2734;6086
2012;10;afrikanische Länder;Sonst. Ausland;Ausland;219;564
2012;10;USA;Amerika;Ausland;3083;8437
2012;10;Kanada;Amerika;Ausland;510;1144
2012;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1055;2036
2012;10;China;Asien;Ausland;1480;2439
2012;10;Japan;Asien;Ausland;2052;4240
2012;10;asiatische Länder (o.China, Japan);Asien;Ausland;1684;4001
2012;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;556;1245
2012;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;309;654
2012;11;Deutschland;Deutschland;Deutschland;124589;228349
2012;11;Belgien;Europa ohne Deutschland;Ausland;426;832
2012;11;Dänemark;Europa ohne Deutschland;Ausland;228;456
2012;11;Frankreich;Europa ohne Deutschland;Ausland;799;2042
2012;11;Italien;Europa ohne Deutschland;Ausland;881;1821
2012;11;Niederlande;Europa ohne Deutschland;Ausland;977;1998
2012;11;Österreich;Europa ohne Deutschland;Ausland;1743;3509
2012;11;Polen;Europa ohne Deutschland;Ausland;907;1525
2012;11;Schweden;Europa ohne Deutschland;Ausland;265;566
2012;11;Schweiz;Europa ohne Deutschland;Ausland;1884;3986
2012;11;Russland;Europa ohne Deutschland;Ausland;1797;3855
2012;11;Spanien;Europa ohne Deutschland;Ausland;486;1077
2012;11;Tschechische Republik;Europa ohne Deutschland;Ausland;1428;1957
2012;11;Großbritannien;Europa ohne Deutschland;Ausland;1143;2558
2012;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1855;4218
2012;11;afrikanische Länder;Sonst. Ausland;Ausland;126;659
2012;11;USA;Amerika;Ausland;1615;4332
2012;11;Kanada;Amerika;Ausland;205;462
2012;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;520;1247
2012;11;China;Asien;Ausland;871;1941
2012;11;Japan;Asien;Ausland;1421;3169
2012;11;asiatische Länder (o.China, Japan);Asien;Ausland;1193;3496
2012;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;297;595
2012;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;311;493
2012;12;Deutschland;Deutschland;Deutschland;173450;353844
2012;12;Belgien;Europa ohne Deutschland;Ausland;424;932
2012;12;Dänemark;Europa ohne Deutschland;Ausland;204;538
2012;12;Frankreich;Europa ohne Deutschland;Ausland;777;1631
2012;12;Italien;Europa ohne Deutschland;Ausland;956;1828
2012;12;Niederlande;Europa ohne Deutschland;Ausland;1258;2545
2012;12;Österreich;Europa ohne Deutschland;Ausland;2090;4786
2012;12;Polen;Europa ohne Deutschland;Ausland;1133;1906
2012;12;Schweden;Europa ohne Deutschland;Ausland;254;531
2012;12;Schweiz;Europa ohne Deutschland;Ausland;2906;7505
2012;12;Russland;Europa ohne Deutschland;Ausland;1609;3130
2012;12;Spanien;Europa ohne Deutschland;Ausland;710;1576
2012;12;Tschechische Republik;Europa ohne Deutschland;Ausland;2471;3554
2012;12;Großbritannien;Europa ohne Deutschland;Ausland;1675;3953
2012;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2252;4802
2012;12;afrikanische Länder;Sonst. Ausland;Ausland;236;489
2012;12;USA;Amerika;Ausland;1966;5196
2012;12;Kanada;Amerika;Ausland;183;459
2012;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;460;962
2012;12;China;Asien;Ausland;719;1787
2012;12;Japan;Asien;Ausland;2630;5093
2012;12;asiatische Länder (o.China, Japan);Asien;Ausland;835;2351
2012;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;544;1190
2012;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;93;195
2013;01;Deutschland;Deutschland;Deutschland;71006;139459
2013;01;Belgien;Europa ohne Deutschland;Ausland;208;453
2013;01;Dänemark;Europa ohne Deutschland;Ausland;117;195
2013;01;Frankreich;Europa ohne Deutschland;Ausland;424;1015
2013;01;Italien;Europa ohne Deutschland;Ausland;453;1049
2013;01;Niederlande;Europa ohne Deutschland;Ausland;429;786
2013;01;Österreich;Europa ohne Deutschland;Ausland;782;1843
2013;01;Polen;Europa ohne Deutschland;Ausland;602;1007
2013;01;Schweden;Europa ohne Deutschland;Ausland;114;233
2013;01;Schweiz;Europa ohne Deutschland;Ausland;1005;2350
2013;01;Russland;Europa ohne Deutschland;Ausland;3074;5383
2013;01;Spanien;Europa ohne Deutschland;Ausland;264;558
2013;01;Tschechische Republik;Europa ohne Deutschland;Ausland;788;1180
2013;01;Großbritannien;Europa ohne Deutschland;Ausland;663;1659
2013;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1555;2981
2013;01;afrikanische Länder;Sonst. Ausland;Ausland;92;192
2013;01;USA;Amerika;Ausland;1019;3350
2013;01;Kanada;Amerika;Ausland;80;278
2013;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;422;857
2013;01;China;Asien;Ausland;376;1359
2013;01;Japan;Asien;Ausland;788;1975
2013;01;asiatische Länder (o.China, Japan);Asien;Ausland;675;1908
2013;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;375;828
2013;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;67;142
2013;02;Deutschland;Deutschland;Deutschland;77253;148588
2013;02;Belgien;Europa ohne Deutschland;Ausland;386;1080
2013;02;Dänemark;Europa ohne Deutschland;Ausland;187;314
2013;02;Frankreich;Europa ohne Deutschland;Ausland;538;1167
2013;02;Italien;Europa ohne Deutschland;Ausland;479;1075
2013;02;Niederlande;Europa ohne Deutschland;Ausland;992;1759
2013;02;Österreich;Europa ohne Deutschland;Ausland;787;1745
2013;02;Polen;Europa ohne Deutschland;Ausland;798;1362
2013;02;Schweden;Europa ohne Deutschland;Ausland;135;339
2013;02;Schweiz;Europa ohne Deutschland;Ausland;931;1970
2013;02;Russland;Europa ohne Deutschland;Ausland;882;1957
2013;02;Spanien;Europa ohne Deutschland;Ausland;255;544
2013;02;Tschechische Republik;Europa ohne Deutschland;Ausland;752;1171
2013;02;Großbritannien;Europa ohne Deutschland;Ausland;801;1741
2013;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1163;2991
2013;02;afrikanische Länder;Sonst. Ausland;Ausland;45;107
2013;02;USA;Amerika;Ausland;998;3338
2013;02;Kanada;Amerika;Ausland;108;365
2013;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;292;659
2013;02;China;Asien;Ausland;575;1456
2013;02;Japan;Asien;Ausland;823;1866
2013;02;asiatische Länder (o.China, Japan);Asien;Ausland;637;1834
2013;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;198;488
2013;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;30;59
2013;03;Deutschland;Deutschland;Deutschland;119429;258222
2013;03;Belgien;Europa ohne Deutschland;Ausland;491;1023
2013;03;Dänemark;Europa ohne Deutschland;Ausland;445;1114
2013;03;Frankreich;Europa ohne Deutschland;Ausland;744;1984
2013;03;Italien;Europa ohne Deutschland;Ausland;941;1920
2013;03;Niederlande;Europa ohne Deutschland;Ausland;957;1856
2013;03;Österreich;Europa ohne Deutschland;Ausland;1669;3464
2013;03;Polen;Europa ohne Deutschland;Ausland;764;1382
2013;03;Schweden;Europa ohne Deutschland;Ausland;220;477
2013;03;Schweiz;Europa ohne Deutschland;Ausland;1653;4049
2013;03;Russland;Europa ohne Deutschland;Ausland;1699;3408
2013;03;Spanien;Europa ohne Deutschland;Ausland;602;1271
2013;03;Tschechische Republik;Europa ohne Deutschland;Ausland;833;1352
2013;03;Großbritannien;Europa ohne Deutschland;Ausland;1078;2339
2013;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2210;4904
2013;03;afrikanische Länder;Sonst. Ausland;Ausland;73;211
2013;03;USA;Amerika;Ausland;1621;5020
2013;03;Kanada;Amerika;Ausland;253;575
2013;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;508;1080
2013;03;China;Asien;Ausland;600;2119
2013;03;Japan;Asien;Ausland;1022;2415
2013;03;asiatische Länder (o.China, Japan);Asien;Ausland;898;2732
2013;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;192;389
2013;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;16;25
2013;04;Deutschland;Deutschland;Deutschland;130744;270646
2013;04;Belgien;Europa ohne Deutschland;Ausland;766;2243
2013;04;Dänemark;Europa ohne Deutschland;Ausland;569;1502
2013;04;Frankreich;Europa ohne Deutschland;Ausland;1326;3158
2013;04;Italien;Europa ohne Deutschland;Ausland;1373;2751
2013;04;Niederlande;Europa ohne Deutschland;Ausland;1543;3254
2013;04;Österreich;Europa ohne Deutschland;Ausland;1770;3996
2013;04;Polen;Europa ohne Deutschland;Ausland;1077;1790
2013;04;Schweden;Europa ohne Deutschland;Ausland;560;1077
2013;04;Schweiz;Europa ohne Deutschland;Ausland;2429;6100
2013;04;Russland;Europa ohne Deutschland;Ausland;2003;3793
2013;04;Spanien;Europa ohne Deutschland;Ausland;593;1205
2013;04;Tschechische Republik;Europa ohne Deutschland;Ausland;942;1344
2013;04;Großbritannien;Europa ohne Deutschland;Ausland;1798;4091
2013;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2642;5268
2013;04;afrikanische Länder;Sonst. Ausland;Ausland;106;393
2013;04;USA;Amerika;Ausland;1871;5037
2013;04;Kanada;Amerika;Ausland;351;813
2013;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;697;1180
2013;04;China;Asien;Ausland;817;1615
2013;04;Japan;Asien;Ausland;1251;2559
2013;04;asiatische Länder (o.China, Japan);Asien;Ausland;1383;3057
2013;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;302;626
2013;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;316;522
2013;05;Deutschland;Deutschland;Deutschland;166058;363321
2013;05;Belgien;Europa ohne Deutschland;Ausland;914;2035
2013;05;Dänemark;Europa ohne Deutschland;Ausland;642;1820
2013;05;Frankreich;Europa ohne Deutschland;Ausland;1871;4085
2013;05;Italien;Europa ohne Deutschland;Ausland;1361;2316
2013;05;Niederlande;Europa ohne Deutschland;Ausland;2159;4622
2013;05;Österreich;Europa ohne Deutschland;Ausland;3337;8250
2013;05;Polen;Europa ohne Deutschland;Ausland;1994;3437
2013;05;Schweden;Europa ohne Deutschland;Ausland;713;1509
2013;05;Schweiz;Europa ohne Deutschland;Ausland;3694;9374
2013;05;Russland;Europa ohne Deutschland;Ausland;2546;4849
2013;05;Spanien;Europa ohne Deutschland;Ausland;739;1363
2013;05;Tschechische Republik;Europa ohne Deutschland;Ausland;1505;2112
2013;05;Großbritannien;Europa ohne Deutschland;Ausland;2455;4869
2013;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3171;6265
2013;05;afrikanische Länder;Sonst. Ausland;Ausland;187;439
2013;05;USA;Amerika;Ausland;3312;8383
2013;05;Kanada;Amerika;Ausland;554;1124
2013;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1203;2065
2013;05;China;Asien;Ausland;1126;2029
2013;05;Japan;Asien;Ausland;2105;3665
2013;05;asiatische Länder (o.China, Japan);Asien;Ausland;1855;3810
2013;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;808;1525
2013;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;143;259
2013;06;Deutschland;Deutschland;Deutschland;125051;268087
2013;06;Belgien;Europa ohne Deutschland;Ausland;1025;2391
2013;06;Dänemark;Europa ohne Deutschland;Ausland;648;1308
2013;06;Frankreich;Europa ohne Deutschland;Ausland;1946;4133
2013;06;Italien;Europa ohne Deutschland;Ausland;1488;2944
2013;06;Niederlande;Europa ohne Deutschland;Ausland;1795;3820
2013;06;Österreich;Europa ohne Deutschland;Ausland;2193;5138
2013;06;Polen;Europa ohne Deutschland;Ausland;966;1573
2013;06;Schweden;Europa ohne Deutschland;Ausland;761;1510
2013;06;Schweiz;Europa ohne Deutschland;Ausland;2893;6607
2013;06;Russland;Europa ohne Deutschland;Ausland;1438;2927
2013;06;Spanien;Europa ohne Deutschland;Ausland;891;1646
2013;06;Tschechische Republik;Europa ohne Deutschland;Ausland;815;1318
2013;06;Großbritannien;Europa ohne Deutschland;Ausland;3156;6749
2013;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3037;7623
2013;06;afrikanische Länder;Sonst. Ausland;Ausland;200;477
2013;06;USA;Amerika;Ausland;4283;9874
2013;06;Kanada;Amerika;Ausland;526;1268
2013;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1401;2884
2013;06;China;Asien;Ausland;1206;2381
2013;06;Japan;Asien;Ausland;2223;4412
2013;06;asiatische Länder (o.China, Japan);Asien;Ausland;1913;4234
2013;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;902;1913
2013;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;30;54
2013;07;Deutschland;Deutschland;Deutschland;139295;297123
2013;07;Belgien;Europa ohne Deutschland;Ausland;1142;2445
2013;07;Dänemark;Europa ohne Deutschland;Ausland;1718;3563
2013;07;Frankreich;Europa ohne Deutschland;Ausland;1905;3641
2013;07;Italien;Europa ohne Deutschland;Ausland;2141;3822
2013;07;Niederlande;Europa ohne Deutschland;Ausland;3137;6574
2013;07;Österreich;Europa ohne Deutschland;Ausland;3047;6364
2013;07;Polen;Europa ohne Deutschland;Ausland;1544;2690
2013;07;Schweden;Europa ohne Deutschland;Ausland;1289;2033
2013;07;Schweiz;Europa ohne Deutschland;Ausland;3651;7911
2013;07;Russland;Europa ohne Deutschland;Ausland;2356;4630
2013;07;Spanien;Europa ohne Deutschland;Ausland;1481;2480
2013;07;Tschechische Republik;Europa ohne Deutschland;Ausland;1272;1873
2013;07;Großbritannien;Europa ohne Deutschland;Ausland;2871;5881
2013;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4443;9012
2013;07;afrikanische Länder;Sonst. Ausland;Ausland;161;364
2013;07;USA;Amerika;Ausland;3736;9138
2013;07;Kanada;Amerika;Ausland;615;1639
2013;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1582;2807
2013;07;China;Asien;Ausland;1875;3486
2013;07;Japan;Asien;Ausland;1908;4068
2013;07;asiatische Länder (o.China, Japan);Asien;Ausland;2257;4709
2013;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;963;1903
2013;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;62;80
2013;08;Deutschland;Deutschland;Deutschland;155708;340775
2013;08;Belgien;Europa ohne Deutschland;Ausland;1296;3011
2013;08;Dänemark;Europa ohne Deutschland;Ausland;1290;3176
2013;08;Frankreich;Europa ohne Deutschland;Ausland;2270;4795
2013;08;Italien;Europa ohne Deutschland;Ausland;5576;10552
2013;08;Niederlande;Europa ohne Deutschland;Ausland;3236;6904
2013;08;Österreich;Europa ohne Deutschland;Ausland;3554;7424
2013;08;Polen;Europa ohne Deutschland;Ausland;1779;3720
2013;08;Schweden;Europa ohne Deutschland;Ausland;845;1148
2013;08;Schweiz;Europa ohne Deutschland;Ausland;3178;7568
2013;08;Russland;Europa ohne Deutschland;Ausland;2314;4667
2013;08;Spanien;Europa ohne Deutschland;Ausland;2069;3983
2013;08;Tschechische Republik;Europa ohne Deutschland;Ausland;1265;2083
2013;08;Großbritannien;Europa ohne Deutschland;Ausland;3085;6469
2013;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4195;8611
2013;08;afrikanische Länder;Sonst. Ausland;Ausland;185;770
2013;08;USA;Amerika;Ausland;2918;7106
2013;08;Kanada;Amerika;Ausland;639;1766
2013;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1030;2039
2013;08;China;Asien;Ausland;1569;3043
2013;08;Japan;Asien;Ausland;2105;4318
2013;08;asiatische Länder (o.China, Japan);Asien;Ausland;2087;5125
2013;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;973;2067
2013;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;37;80
2013;09;Deutschland;Deutschland;Deutschland;151648;326097
2013;09;Belgien;Europa ohne Deutschland;Ausland;751;1825
2013;09;Dänemark;Europa ohne Deutschland;Ausland;1024;2419
2013;09;Frankreich;Europa ohne Deutschland;Ausland;1547;3397
2013;09;Italien;Europa ohne Deutschland;Ausland;1317;2892
2013;09;Niederlande;Europa ohne Deutschland;Ausland;1950;4798
2013;09;Österreich;Europa ohne Deutschland;Ausland;2437;5843
2013;09;Polen;Europa ohne Deutschland;Ausland;1353;2239
2013;09;Schweden;Europa ohne Deutschland;Ausland;707;1184
2013;09;Schweiz;Europa ohne Deutschland;Ausland;3199;7745
2013;09;Russland;Europa ohne Deutschland;Ausland;2072;3945
2013;09;Spanien;Europa ohne Deutschland;Ausland;921;1797
2013;09;Tschechische Republik;Europa ohne Deutschland;Ausland;952;1514
2013;09;Großbritannien;Europa ohne Deutschland;Ausland;3189;7002
2013;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3150;6984
2013;09;afrikanische Länder;Sonst. Ausland;Ausland;196;666
2013;09;USA;Amerika;Ausland;3793;8276
2013;09;Kanada;Amerika;Ausland;695;2088
2013;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1326;2322
2013;09;China;Asien;Ausland;1421;2639
2013;09;Japan;Asien;Ausland;2315;4638
2013;09;asiatische Länder (o.China, Japan);Asien;Ausland;1845;4117
2013;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;905;2044
2013;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;122;196
2013;10;Deutschland;Deutschland;Deutschland;159010;345537
2013;10;Belgien;Europa ohne Deutschland;Ausland;624;1271
2013;10;Dänemark;Europa ohne Deutschland;Ausland;550;1360
2013;10;Frankreich;Europa ohne Deutschland;Ausland;1442;3696
2013;10;Italien;Europa ohne Deutschland;Ausland;1199;2468
2013;10;Niederlande;Europa ohne Deutschland;Ausland;1659;3669
2013;10;Österreich;Europa ohne Deutschland;Ausland;2382;5240
2013;10;Polen;Europa ohne Deutschland;Ausland;1112;2139
2013;10;Schweden;Europa ohne Deutschland;Ausland;439;817
2013;10;Schweiz;Europa ohne Deutschland;Ausland;2621;6298
2013;10;Russland;Europa ohne Deutschland;Ausland;2060;4671
2013;10;Spanien;Europa ohne Deutschland;Ausland;1475;2373
2013;10;Tschechische Republik;Europa ohne Deutschland;Ausland;1541;2340
2013;10;Großbritannien;Europa ohne Deutschland;Ausland;2530;5438
2013;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2819;5960
2013;10;afrikanische Länder;Sonst. Ausland;Ausland;183;586
2013;10;USA;Amerika;Ausland;2841;6710
2013;10;Kanada;Amerika;Ausland;440;1291
2013;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1125;2013
2013;10;China;Asien;Ausland;1090;1870
2013;10;Japan;Asien;Ausland;2028;3868
2013;10;asiatische Länder (o.China, Japan);Asien;Ausland;1902;4031
2013;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;566;1276
2013;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;63;113
2013;11;Deutschland;Deutschland;Deutschland;119984;231080
2013;11;Belgien;Europa ohne Deutschland;Ausland;404;849
2013;11;Dänemark;Europa ohne Deutschland;Ausland;330;676
2013;11;Frankreich;Europa ohne Deutschland;Ausland;739;1735
2013;11;Italien;Europa ohne Deutschland;Ausland;871;1919
2013;11;Niederlande;Europa ohne Deutschland;Ausland;1220;2048
