Jahr;Monat;Betriebsart;Tourismus_Betriebe gesamt;Tourismus_Betriebe;Tourismus_Betten gesamt;Tourismus_Betten;Tourismus_Ankünfte;Tourismus_Übernachtungen
2025;04;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;6580;15504
2025;04;Campingplätze;3;3;-;-;2026;6013
2025;04;sonstige;27;27;1540;1525;6424;20412
2025;05;Hotels;63;62;15582;15408;130805;273949
2025;05;Hotels garni;35;34;6899;6783;51942;108570
2025;05;Gasthöfe;12;12;315;315;2371;4597
2025;05;Pensionen;28;28;831;815;3837;10581
2025;05;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;6871;15629
2025;05;Campingplätze;3;3;-;-;2068;6066
2025;05;sonstige;27;27;1531;1523;6847;20583
2025;06;Hotels;62;61;15517;15347;122490;240980
2025;06;Hotels garni;35;34;6899;6783;49863;103141
2025;06;Gasthöfe;12;12;315;311;2133;4366
2025;06;Pensionen;28;28;831;813;3807;9752
2025;06;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;7899;17401
2025;06;Campingplätze;3;3;-;-;3513;9610
2025;06;sonstige;27;27;1531;1525;6588;21064
2025;07;Hotels;61;60;15464;15294;122451;242188
2025;07;Hotels garni;35;35;6899;6827;52355;103175
2025;07;Gasthöfe;12;12;315;311;2000;3816
2025;07;Pensionen;28;28;832;822;3723;8864
2025;07;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;6223;14307
2025;07;Campingplätze;3;3;-;-;3713;10224
2025;07;sonstige;27;27;1535;1530;6697;22152
2025;08;Hotels;61;60;15456;15265;142460;292446
2025;08;Hotels garni;35;35;6899;6827;59395;118040
2025;08;Gasthöfe;12;12;311;311;2692;5137
2025;08;Pensionen;28;28;837;809;4353;11856
2025;08;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;6953;18099
2025;08;Campingplätze;3;3;-;-;4570;12178
2025;08;sonstige;27;27;1535;1530;7283;23702
2025;09;Hotels;60;59;15063;14912;124441;257751
2025;09;Hotels garni;36;36;7236;7215;52380;109763
2025;09;Gasthöfe;12;12;311;311;2100;4189
2025;09;Pensionen;28;28;837;809;3426;9194
2025;09;Jugendherbergen, Hütten und Hostels;10;10;1044;1044;7256;18283
2025;09;Campingplätze;3;3;-;-;3500;9881
2025;09;sonstige;26;26;1508;1507;6004;19097
2025;10;Hotels;60;59;15343;15184;125736;262013
2025;10;Hotels garni;34;34;6806;6791;55335;112502
2025;10;Gasthöfe;12;12;311;311;2171;4410
2025;10;Pensionen;28;28;837;809;3776;10079
2025;10;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;7823;18953
2025;10;Campingplätze;3;3;-;-;2216;5866
2025;10;sonstige;30;26;1546;1487;6330;20978
2025;11;Hotels;60;59;15337;15163;109871;216742
2025;11;Hotels garni;35;35;6846;6834;42527;80347
2025;11;Gasthöfe;12;12;311;311;1632;2976
2025;11;Pensionen;28;28;837;796;3404;8325
2025;11;Jugendherbergen, Hütten und Hostels;9;9;1016;1016;5149;11044
2025;11;Campingplätze;3;3;-;-;415;1147
2025;11;sonstige;31;27;1594;1533;5475;16860
2025;12;Hotels;61;60;15476;15336;155857;316741
2025;12;Hotels garni;35;35;6846;6834;65776;126082
2025;12;Gasthöfe;12;12;311;311;2457;4599
2025;12;Pensionen;27;27;815;784;4608;10567
2025;12;Jugendherbergen, Hütten und Hostels;9;9;1034;1034;8009;15098
2025;12;Campingplätze;3;2;-;-;-;-
2025;12;sonstige;31;31;1600;1598;7877;23285
2026;01;Hotels;60;60;15391;15329;73635;141571
2026;01;Hotels garni;34;33;7121;7003;34317;63943
2026;01;Gasthöfe;12;12;311;301;1333;2628
2026;01;Pensionen;26;26;745;718;2239;5849
2026;01;Jugendherbergen, Hütten und Hostels;8;8;976;960;2993;6928
2026;01;Campingplätze;3;2;-;-;-;-
2026;01;sonstige;30;29;1552;1535;4571;14862
2026;02;Hotels;60;58;15391;14587;76123;139840
2026;02;Hotels garni;34;34;7163;7136;34460;65835
2026;02;Gasthöfe;12;12;311;301;926;1673
2026;02;Pensionen;26;25;745;700;2244;6488
2026;02;Jugendherbergen, Hütten und Hostels;8;8;976;958;3006;6943
2026;02;Campingplätze;3;1;-;-;-;-
2026;02;sonstige;30;29;1552;1535;4379;15556
2026;03;Hotels;60;58;15373;14584;103570;206645
2026;03;Hotels garni;34;34;7161;7152;49240;100005
2026;03;Gasthöfe;12;12;311;301;1487;3042
2026;03;Pensionen;26;26;747;718;3290;8441
2026;03;Jugendherbergen, Hütten und Hostels;8;8;976;958;5643;15058
2026;03;Campingplätze;3;3;-;-;-;-
2026;03;sonstige;30;29;1552;1537;5809;19521
2026;04;Hotels;60;59;15373;15114;107778;218748
2026;04;Hotels garni;34;34;7161;7159;53821;110586
2026;04;Gasthöfe;12;12;311;301;1773;3376
2026;04;Pensionen;26;26;742;718;3452;8903
2026;04;Jugendherbergen, Hütten und Hostels;8;8;976;960;6725;16431
2026;04;Campingplätze;3;3;-;-;1251;3596
2026;04;sonstige;30;30;1552;1548;5761;19484
2026;05;Hotels;60;60;15384;15332;127070;262425
2026;05;Hotels garni;33;33;7117;7117;59578;123390
2026;05;Gasthöfe;12;12;311;301;2136;4111
2026;05;Pensionen;26;26;742;716;4074;10653
2026;05;Jugendherbergen, Hütten und Hostels;8;8;976;960;7096;15954
2026;05;Campingplätze;3;3;-;-;3923;12264
2026;05;sonstige;31;30;1564;1549;6410;20073
