Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Stadtteil zus.;WZ-Abteilung 2008 (2 Ziffern);Beschäftigtengrößenklassen_4;Anzahl Niederlassungen
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;72-Forschung und Entwicklung;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;73-Werbung und Marktforschung;0-9 svB;9
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;77-Verm. von beweglichen Sachen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;78-Vermittl. + Überlassung von Arbeitskräften;50-249 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;9
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;79-Reisebüros,-veranstalter,sonst. Reservier.DL;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;80-Wach- + Sicherheitsdienste sowie Detekteien;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;85-Erziehung und Unterricht;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;85-Erziehung und Unterricht;10-49 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;85-Erziehung und Unterricht;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;86-Gesundheitswesen;0-9 svB;21
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;86-Gesundheitswesen;10-49 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;87-Heime (ohne Erholungs- und Ferienheime);50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;88-Sozialwesen (ohne Heime);0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;88-Sozialwesen (ohne Heime);10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;88-Sozialwesen (ohne Heime);50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;93-DL des Sports, der Unterhaltung+Erholung;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;95-Rep. von DVgeräten und Gebrauchsgütern;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;96-sonstige überwiegend persönliche DL;0-9 svB;18
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;96-sonstige überwiegend persönliche DL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;10-Herst. von Nahrungs- und Futtermitteln;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;10-Herst. von Nahrungs- und Futtermitteln;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;12-TabakVerarb.;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;13-Herst. von Textilien;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;21-Herst. von pharmazeutischen Erzeugnissen;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;25-Herst. von Metallerzeugnissen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;25-Herst. von Metallerzeugnissen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;27-Herst. von elektrischen Ausrüstungen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;29-Herst. von Kraftwagen und Kraftwagenteilen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;30-Sonstiger Fahrzeugbau;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;32-Herst. von sonstigen Waren;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;32-Herst. von sonstigen Waren;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;33-Rep. + Install. v. Maschinen + Ausrüstungen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;33-Rep. + Install. v. Maschinen + Ausrüstungen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;35-Energieversorgung;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;35-Energieversorgung;250 u.m.;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;41-Hochbau;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;41-Hochbau;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;19
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;18
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;39
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"49-Landverkehr; Transport in Rohrfernleitungen";50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;50-Schifffahrt;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;52-Lagerei sowie sonst. DL für den Verkehr;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;53-Post-, Kurier- und Expressdienste;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;53-Post-, Kurier- und Expressdienste;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;55-Beherbergung;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;55-Beherbergung;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;55-Beherbergung;50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;56-Gastronomie;0-9 svB;18
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;56-Gastronomie;10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;58-Verlagswesen;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;58-Verlagswesen;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;58-Verlagswesen;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;60-Rundfunkveranstalter;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;61-Telekommunikation;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;61-Telekommunikation;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;61-Telekommunikation;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;62-Erbr. von DL der Informationstechnologie;0-9 svB;37
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;62-Erbr. von DL der Informationstechnologie;10-49 svB;13
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;62-Erbr. von DL der Informationstechnologie;50-249 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;63-InformationsDL;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;63-InformationsDL;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;63-InformationsDL;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;64-Erbr. von FinanzDL;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;64-Erbr. von FinanzDL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;64-Erbr. von FinanzDL;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;17
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;68-Grundstücks- und Wohnungswesen;0-9 svB;30
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;68-Grundstücks- und Wohnungswesen;10-49 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;42
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;36
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;42
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;9
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";50-249 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;72-Forschung und Entwicklung;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;72-Forschung und Entwicklung;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;72-Forschung und Entwicklung;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;73-Werbung und Marktforschung;0-9 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;73-Werbung und Marktforschung;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;73-Werbung und Marktforschung;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;19
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;74-Sonst. freiber., wiss. + techn. Tätigkeiten;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;77-Verm. von beweglichen Sachen;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;78-Vermittl. + Überlassung von Arbeitskräften;50-249 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;79-Reisebüros,-veranstalter,sonst. Reservier.DL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;80-Wach- + Sicherheitsdienste sowie Detekteien;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;80-Wach- + Sicherheitsdienste sowie Detekteien;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;"81-Gebäudebetreuung;Garten- und Landschaftsbau";50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;24
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;250 u.m.;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;85-Erziehung und Unterricht;0-9 svB;21
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;85-Erziehung und Unterricht;10-49 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;85-Erziehung und Unterricht;50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;86-Gesundheitswesen;0-9 svB;31
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;86-Gesundheitswesen;10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;87-Heime (ohne Erholungs- und Ferienheime);0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;87-Heime (ohne Erholungs- und Ferienheime);250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;88-Sozialwesen (ohne Heime);0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;88-Sozialwesen (ohne Heime);10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;88-Sozialwesen (ohne Heime);50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;88-Sozialwesen (ohne Heime);250 u.m.;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;11
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;90-Kreative,künstler.+ unterhaltende Tätigk.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;90-Kreative,künstler.+ unterhaltende Tätigk.;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;90-Kreative,künstler.+ unterhaltende Tätigk.;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;92-Spiel-, Wett- und Lotteriewesen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;16
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;93-DL des Sports, der Unterhaltung+Erholung;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;93-DL des Sports, der Unterhaltung+Erholung;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;38
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10-49 svB;12
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;95-Rep. von DVgeräten und Gebrauchsgütern;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;96-sonstige überwiegend persönliche DL;0-9 svB;27
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;96-sonstige überwiegend persönliche DL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;04 Wilsdruffer Vs./Seevs.-West;96-sonstige überwiegend persönliche DL;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;05 Friedrichstadt;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;05 Friedrichstadt;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;05 Friedrichstadt;10-Herst. von Nahrungs- und Futtermitteln;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;05 Friedrichstadt;10-Herst. von Nahrungs- und Futtermitteln;50-249 svB;1
