Jahr;WZ-Abschnitt 2008 (1 Buchstabe) zus.;WZ-Abschnitt 2008 (1 Buchstabe);WZ-Abteilung 2008 (2 Ziffern);Anzahl Betriebe
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;13
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;60
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1774
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;380
2017;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;334
2017;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);32
2017;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1353
2017;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1845
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;410
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1640
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";953
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;118
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;1963
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1218
2017;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;7
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;310
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;254
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;452
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;99
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1717
2017;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2348
2017;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);66
2017;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;70
2017;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3333
2017;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;70
2017;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;8
2017;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;03-Fischerei und Aquakultur;5
2017;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2017;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;387
2017;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2017;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;13
2017;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";63
2017;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;8
2017;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";8
2017;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;677
2017;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;302
2017;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);32
2017;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);611
2017;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;735
2017;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;23
2017;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;88
2017;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;289
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;61
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;13
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;48
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;20
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);28
2018;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;14
