Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Auftragseingang insgesamt (in 1000 EUR);Auftragseingang Ausland (in 1000 EUR);Auftragseingang Eurozone (in 1000 EUR);Umsatz insgesamt aus Auftragseingang (in 1000 EUR);Umsatz Ausland aus Auftragseingang (in 1000 EUR);Umsatz Eurozone aus Auftragseingang (in 1000 EUR)
2025;3. Quartal;09;28-Maschinenbau;89494;63773;17321;97726;68889;15937
2025;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;3. Quartal;09;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;4. Quartal;10;Verarbeitendes Gewerbe gesamt;515038;271214;69946;508911;315025;67040
2025;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;7755;2613;1645;8719;2518;1750
2025;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;20057;15896;15793;22425;15655;15324
2025;4. Quartal;10;25-Herst. von Metallerzeugnissen;6369;411;202;6109;-;-
2025;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;316307;-;-;279180;-;-
2025;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;47431;6328;1002;39220;9211;2257
2025;4. Quartal;10;28-Maschinenbau;62581;38322;10189;89463;62894;9100
2025;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;4. Quartal;10;30-Sonstiger Fahrzeugbau;31717;9041;3898;-;-;-
2025;4. Quartal;11;Verarbeitendes Gewerbe gesamt;537608;321484;68153;524985;298697;68563
2025;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;7352;1999;1316;7056;2186;1357
2025;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;19469;14969;14775;22703;18346;16878
2025;4. Quartal;11;25-Herst. von Metallerzeugnissen;8077;-;-;5747;-;-
2025;4. Quartal;11;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;338532;216347;21821;296291;184713;17428
2025;4. Quartal;11;27-Herst. von elektrischen Ausrüstungen;36386;20279;5636;53224;9777;2357
2025;4. Quartal;11;28-Maschinenbau;81640;50363;13614;77292;51589;14721
2025;4. Quartal;11;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;4. Quartal;11;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2025;4. Quartal;12;Verarbeitendes Gewerbe gesamt;684394;437736;175743;701112;428631;78894
2025;4. Quartal;12;20-Herst. von chemischen Erzeugnissen;5468;2172;1274;5513;2003;1505
2025;4. Quartal;12;21-Herst. von pharmazeutischen Erzeugnissen;25245;-;-;25188;-;-
2025;4. Quartal;12;25-Herst. von Metallerzeugnissen;4765;419;125;18094;278;126
2025;4. Quartal;12;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;407415;248061;38766;462610;296192;32368
2025;4. Quartal;12;27-Herst. von elektrischen Ausrüstungen;28105;6812;3443;35311;-;-
2025;4. Quartal;12;28-Maschinenbau;159817;134229;101931;60745;34504;12617
2025;4. Quartal;12;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2025;4. Quartal;12;30-Sonstiger Fahrzeugbau;52961;-;-;-;-;-
2026;1. Quartal;01;Verarbeitendes Gewerbe gesamt;568149;366027;62067;483536;273499;54730
2026;1. Quartal;01;20-Herst. von chemischen Erzeugnissen;5956;2575;1332;6175;2458;1590
2026;1. Quartal;01;21-Herst. von pharmazeutischen Erzeugnissen;22518;19325;18537;27844;21985;19472
2026;1. Quartal;01;25-Herst. von Metallerzeugnissen;5250;-;-;5430;-;-
2026;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;372586;240407;21175;266519;160953;17020
2026;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;26411;10688;1566;35485;12348;2062
2026;1. Quartal;01;28-Maschinenbau;72954;53708;14730;73821;36484;12500
2026;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;1. Quartal;01;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2026;1. Quartal;02;Verarbeitendes Gewerbe gesamt;443682;260182;51560;466674;266578;85331
2026;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;6234;2553;1148;6069;2796;1653
2026;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;26788;18904;18116;26063;21530;20339
2026;1. Quartal;02;25-Herst. von Metallerzeugnissen;5221;491;152;5899;349;151
2026;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;308491;195466;18408;271459;162326;19475
2026;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;17940;7355;1304;39618;-;-
2026;1. Quartal;02;28-Maschinenbau;50644;29912;10002;81226;58102;38264
2026;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;1. Quartal;02;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2026;1. Quartal;03;Verarbeitendes Gewerbe gesamt;561922;343799;68723;505683;265604;62764
2026;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;7994;3111;1354;6781;2562;1541
2026;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;20688;18542;17894;24024;18324;17605
2026;1. Quartal;03;25-Herst. von Metallerzeugnissen;5663;-;-;5826;-;-
2026;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;379862;236958;25528;327766;191686;22343
2026;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;27474;-;-;42076;-;-
2026;1. Quartal;03;28-Maschinenbau;85404;60826;18047;58181;31442;15263
2026;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;1. Quartal;03;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2026;2. Quartal;04;Verarbeitendes Gewerbe gesamt;542145;334150;64274;518723;316253;76118
2026;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;6272;2828;1778;6674;2906;1791
2026;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;18241;17393;17283;28881;22433;19807
2026;2. Quartal;04;25-Herst. von Metallerzeugnissen;5901;-;-;4840;-;-
2026;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;376951;232857;22281;285694;182193;21826
2026;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;31847;21753;10325;35620;13023;1268
2026;2. Quartal;04;28-Maschinenbau;72313;52875;10521;58544;28529;9555
2026;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;2. Quartal;04;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2026;2. Quartal;05;Verarbeitendes Gewerbe gesamt;592786;384196;82044;541416;317140;75603
2026;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;6748;3089;1713;5359;2375;1501
2026;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;22249;19289;18389;26614;19348;18448
2026;2. Quartal;05;25-Herst. von Metallerzeugnissen;4527;-;-;4167;-;-
2026;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;347011;219920;15673;318072;195431;18170
2026;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;40008;-;-;43753;-;-
2026;2. Quartal;05;28-Maschinenbau;129764;112117;29105;81176;50149;24817
2026;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;2. Quartal;05;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
2026;2. Quartal;06;Verarbeitendes Gewerbe gesamt;774445;394471;146305;643294;366472;107061
2026;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;5609;2699;1721;6911;3639;2099
2026;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;28497;20280;19380;24732;20985;20085
2026;2. Quartal;06;25-Herst. von Metallerzeugnissen;5739;474;199;5765;-;-
2026;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;430166;250591;49163;416358;261189;48751
2026;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;55716;17572;8206;52078;11784;4807
2026;2. Quartal;06;28-Maschinenbau;207161;94885;64612;83919;58621;28457
2026;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;-;-;-;-;-;-
2026;2. Quartal;06;30-Sonstiger Fahrzeugbau;-;-;-;-;-;-
