Ident;Straßenschlüssel;Straßenname;Ungerade Hausnummer von;Ungerade Hausnummer bis;Gerade Hausnummer von;Gerade Hausnummer bis;Stadtbezirk/Ortschaft;Gemarkung;Statistischer Bezirk;Finanzamtsbereich;PLZ;Bundestagswahlkreis;Landtagswahlkreis;Kommunalwahlkreis
0892;09326;"Bockemühlstraße                    ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Tolkewitz                ";551  Tolkewitz(Wehlener Str);"Süd ";01279;158;"  ";"  "
0893;01007;"Böcklinstraße                      ";"5   ";"    ";"    ";"    ";"Pieschen            ";"Mickten                  ";225  Mickten(Sternstr);Nord;01139;159;"  ";"  "
0894;01007;"Böcklinstraße                      ";"19  ";"    ";"18  ";"20  ";"Pieschen            ";"Mickten                  ";226  Mickten(Altmickten);Nord;01139;159;"  ";"  "
0895;14033;"Bodelschwinghstraße                ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";051  Friedrichst.(Löbtauer Str);"Süd ";01159;158;"  ";"  "
0896;07127;"Bodemerweg                         ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Pillnitz                 ";433  Pillnitz;Nord;01326;159;"  ";"  "
0897;09053;"Bodenbacher Straße                 ";"7   ";"15a ";"2   ";"14a ";"Blasewitz           ";"Gruna                    ";578  Gruna(Karcherallee);"Süd ";01277;158;"  ";"  "
0898;09053;"Bodenbacher Straße                 ";"15b ";"27  ";"16  ";"26b ";"Blasewitz           ";"Gruna                    ";577  Gruna(Beilstr);"Süd ";01277;158;"  ";"  "
0899;09053;"Bodenbacher Straße                 ";"33  ";"47  ";"28  ";"50  ";"Blasewitz           ";"Gruna                    ";576  Gruna(Papstdorfer Str);"Süd ";01277;158;"  ";"  "
0900;09053;"Bodenbacher Straße                 ";"    ";"    ";"52  ";"60  ";"Blasewitz           ";"Seidnitz                 ";576  Gruna(Papstdorfer Str);"Süd ";01277;158;"  ";"  "
0901;09053;"Bodenbacher Straße                 ";"53  ";"81b ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";567  Seidnitz(Alter Elbarm);"Süd ";01277;158;"  ";"  "
0902;09053;"Bodenbacher Straße                 ";"    ";"    ";"62a ";"80  ";"Blasewitz           ";"Seidnitz                 ";561  Seidnitz(Rennbahn);"Süd ";01277;158;"  ";"  "
0903;09053;"Bodenbacher Straße                 ";"85  ";"123 ";"90  ";"108 ";"Blasewitz           ";"Seidnitz                 ";566  Seidnitz(Altseidnitz);"Süd ";01277;158;"  ";"  "
0904;09053;"Bodenbacher Straße                 ";"    ";"    ";"110 ";"114 ";"Blasewitz           ";"Seidnitz                 ";562  Seidnitz(Schilfweg);"Süd ";01277;158;"  ";"  "
0905;09053;"Bodenbacher Straße                 ";"    ";"    ";"120 ";154b;"Blasewitz           ";"Seidnitz                 ";563  Seidnitz(Dobritzer Str);"Süd ";01277;158;"  ";"  "
0906;09053;"Bodenbacher Straße                 ";"125 ";135a;"    ";"    ";"Blasewitz           ";"Seidnitz                 ";565  Seidnitz(Hellendorfer Str);"Süd ";01277;158;"  ";"  "
0907;09053;"Bodenbacher Straße                 ";"137 ";"141 ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";563  Seidnitz(Dobritzer Str);"Süd ";01277;158;"  ";"  "
0908;09053;"Bodenbacher Straße                 ";"143 ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";564  Dobritz(Altdobritz/Basedowstr);"Süd ";01277;158;"  ";"  "
0909;09053;"Bodenbacher Straße                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";568  Seidnitz(Hirschbacher Weg);"Süd ";01277;158;"  ";"  "
0910;09053;"Bodenbacher Straße                 ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";569  Seidnitz(Ulberndorfer Weg);"Süd ";01277;158;"  ";"  "
0911;11070;"Boderitzer Straße                  ";"1   ";"33  ";"    ";"    ";"Plauen              ";"Mockritz                 ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
0912;11070;"Boderitzer Straße                  ";"    ";"    ";"2   ";"12a ";"Prohlis             ";"Mockritz                 ";759  Mockritz-Ost(Gostritzer Str);"Süd ";01217;158;"  ";"  "
0913;11070;"Boderitzer Straße                  ";"    ";"    ";"14  ";"48  ";"Plauen              ";"Mockritz                 ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
0914;11070;"Boderitzer Straße                  ";"69  ";"71  ";"70  ";"72  ";"Plauen              ";"Mockritz                 ";844  Kaitz;"Süd ";01217;158;"  ";"  "
0915;11070;"Boderitzer Straße                  ";"73  ";"107 ";"74  ";"96  ";"Plauen              ";"Kaitz                    ";844  Kaitz;"Süd ";01217;158;"  ";"  "
0916;06038;"Böhmertstraße                      ";"    ";"    ";"    ";"    ";"Neustadt            ";"Loschwitz                ";123  Radeberger Vs.(Angelikastr);Nord;01099;159;"  ";"  "
0917;06023;"Böhmische Straße                   ";"    ";"    ";"    ";"    ";"Neustadt            ";"Dresden-Neustadt         ";114  Äußere Neust.(Böhmische Str);Nord;01099;159;"  ";"  "
0918;04022;"Bolivarstraße                      ";"    ";"    ";"2   ";"88  ";"Pieschen            ";"Pieschen                 ";256  Pieschen-Nord(Duckwitzstr);Nord;01129;159;"  ";"  "
0919;04022;"Bolivarstraße                      ";"3   ";"33  ";"    ";"    ";"Pieschen            ";"Trachau                  ";244  Trachau(Platanenstr);Nord;01129;159;"  ";"  "
0920;04022;"Bolivarstraße                      ";"U   ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";257  Trachenberge;Nord;01129;159;"  ";"  "
0921;11240;"Böllstraße                         ";"    ";"    ";"2   ";"    ";"Plauen              ";"Zschertnitz              ";833  Zschertnitz(Auguste-Lazar-Str);"Süd ";01217;158;"  ";"  "
0922;11240;"Böllstraße                         ";"    ";"    ";"4   ";"26  ";"Plauen              ";"Zschertnitz              ";832  Zschertnitz(Böllstr);"Süd ";01217;158;"  ";"  "
0923;05153;"Boltenhagener Platz                ";"1   ";"5   ";"4   ";"6   ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
0924;05153;"Boltenhagener Platz                ";"9   ";"    ";"8   ";"10  ";"Klotzsche           ";"Klotzsche                ";315  Klotzsche(Königswald-Süd);Nord;01109;159;"  ";"  "
0925;05112;"Boltenhagener Straße               ";"1   ";"11  ";"2   ";"38  ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
0926;05112;"Boltenhagener Straße               ";"15  ";"29  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";315  Klotzsche(Königswald-Süd);Nord;01109;159;"  ";"  "
0927;05112;"Boltenhagener Straße               ";"31  ";"41  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";316  Klotzsche(Königswald-Nord);Nord;01109;159;"  ";"  "
0928;05112;"Boltenhagener Straße               ";"41a ";"43  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";313  Klotzsche(Grüner Weg);Nord;01109;159;"  ";"  "
0929;05112;"Boltenhagener Straße               ";"    ";"    ";"42  ";"104 ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
0930;05112;"Boltenhagener Straße               ";"45  ";"85  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";312  Klotzsche(Lubminer Str);Nord;01109;159;"  ";"  "
0931;05112;"Boltenhagener Straße               ";"87  ";"91  ";"    ";"    ";"Klotzsche           ";"Klotzsche                ";314  Klotzsche(Am Trobischberg);Nord;01109;159;"  ";"  "
0932;05112;"Boltenhagener Straße               ";"93  ";"109 ";"106 ";"146 ";"Klotzsche           ";"Klotzsche                ";311  Klotzsche(Altklotzsche);Nord;01109;159;"  ";"  "
0933;05112;"Boltenhagener Straße               ";"113 ";"185 ";"166 ";"190 ";"Klotzsche           ";"Hellerau                 ";323  Hellerau(Festspielhaus);Nord;01109;159;"  ";"  "
0934;13009;"Bonhoefferplatz                    ";"5   ";"7   ";"2   ";"8   ";"Cotta               ";"Löbtau                   ";931  Löbtau-Süd(Schillingstr);"Süd ";01159;159;"  ";"  "
0935;13009;"Bonhoefferplatz                    ";"11  ";"15  ";"12  ";"14  ";"Cotta               ";"Löbtau                   ";932  Löbtau-Süd(Frankenbergstr);"Süd ";01159;159;"  ";"  "
0936;13009;"Bonhoefferplatz                    ";"17  ";"23  ";"16  ";"24  ";"Cotta               ";"Löbtau                   ";931  Löbtau-Süd(Schillingstr);"Süd ";01159;159;"  ";"  "
0937;08012;"Bönischplatz                       ";"    ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Altstadt 2       ";062  Johannst.-Nord(Bönischplatz);"Süd ";01307;158;"  ";"  "
0938;13035;"Bonner Straße                      ";"    ";"    ";"    ";"    ";"Cotta               ";"Naußlitz                 ";944  Naußlitz-Süd;"Süd ";01159;159;"  ";"  "
0939;07184;"Bonnewitzer Weg                    ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Pillnitz                 ";435  Söbrigen;Nord;01326;159;"  ";"  "
0940;10350;"Bornaer Weg                        ";"    ";"    ";"    ";"    ";"Prohlis             ";"Niedersedlitz            ";733  Niedersedlitz(Windmühlenstr);"Süd ";01257;158;"  ";"  "
0941;11269;"Börnerweg                          ";"    ";"    ";"    ";"    ";"Plauen              ";"Mockritz                 ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
0942;06509;"Borngäßchen                        ";"    ";"    ";"    ";"    ";"Langebrück          ";"Langebrück               ";361  Langebrück-Nord;Nord;01465;159;"  ";"  "
0943;14095;"Borngraben                         ";"    ";"    ";"    ";"    ";"Cotta               ";"Briesnitz                ";983  Briesnitz-Nord;"Süd ";01157;159;"  ";"  "
0944;09232;"Borsbergblick                      ";"9   ";"25  ";"12  ";"30  ";"Leuben              ";"Meußlitz                 ";634  Zschieren;"Süd ";01259;158;"  ";"  "
0945;09232;"Borsbergblick                      ";"27  ";"53  ";"32  ";"54  ";"Leuben              ";"Zschieren                ";634  Zschieren;"Süd ";01259;158;"  ";"  "
0946;07401;"Borsbergblick (SW)                 ";"    ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Borsberg                 ";473  Borsberg;Nord;01328;159;"  ";"  "
0947;08025;"Borsbergstraße                     ";"1   ";"13  ";"    ";"    ";"Blasewitz           ";"Dresden-Altstadt 2       ";541  Striesen-West(Krenkelstr);"Süd ";01309;158;"  ";"  "
0948;08025;"Borsbergstraße                     ";"    ";"    ";"2   ";"14  ";"Blasewitz           ";"Dresden-Altstadt 2       ";531  Johannst.-SO(Anton-Graff-Str);"Süd ";01309;158;"  ";"  "
0949;08025;"Borsbergstraße                     ";"15  ";"25b ";"    ";"    ";"Blasewitz           ";"Striesen                 ";541  Striesen-West(Krenkelstr);"Süd ";01309;158;"  ";"  "
0950;08025;"Borsbergstraße                     ";"    ";"    ";"16  ";"34  ";"Blasewitz           ";"Striesen                 ";532  Striesen-Süd(Mosenstr);"Süd ";01309;158;"  ";"  "
0951;08025;"Borsbergstraße                     ";"27  ";"35  ";"    ";"    ";"Blasewitz           ";"Striesen                 ";542  Striesen-West(Tittmannstr);"Süd ";01309;158;"  ";"  "
0952;08025;"Borsbergstraße                     ";"39  ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";546  Striesen-West(Altstriesen);"Süd ";01309;158;"  ";"  "
0953;08025;"Borsbergstraße                     ";"    ";"    ";"44  ";"48  ";"Blasewitz           ";"Striesen                 ";536  Striesen-Süd(Haenel-Clauß-Pl);"Süd ";01309;158;"  ";"  "
0954;07202;"Borsbergstraße (Graupa)            ";"    ";"    ";"    ";"    ";"Loschwitz           ";"Oberpoyritz              ";434  Oberpoyritz;Nord;01796;159;"  ";"  "
0955;07380;"Borsbergstraße (SW)                ";"1   ";"15  ";"2   ";"20  ";"Schönfeld-Weißig    ";"Schönfeld                ";471  Schönfeld;Nord;01328;159;"  ";"  "
0956;07380;"Borsbergstraße (SW)                ";"U   ";"    ";"    ";"    ";"Schönfeld-Weißig    ";"Reitzendorf              ";477  Reitzendorf;Nord;01328;159;"  ";"  "
0957;10073;"Borthener Straße                   ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Seidnitz                 ";561  Seidnitz(Rennbahn);"Süd ";01237;158;"  ";"  "
0958;10190;"Bosewitzer Straße                  ";"1   ";"5   ";"2   ";"14  ";"Leuben              ";"Niedersedlitz            ";645  Großzschachwitz(Schweizstr);"Süd ";01259;158;"  ";"  "
0959;10190;"Bosewitzer Straße                  ";"5a  ";"13  ";"20  ";"26  ";"Leuben              ";"Großluga                 ";645  Großzschachwitz(Schweizstr);"Süd ";01259;158;"  ";"  "
0960;03055;"Böttgerstraße                      ";"1   ";"11  ";"2   ";"18b ";"Pieschen            ";"Trachau                  ";241  Trachau(Cottbuser Str);Nord;01129;159;"  ";"  "
0961;03055;"Böttgerstraße                      ";"13  ";"51  ";"22  ";"52  ";"Pieschen            ";"Trachau                  ";243  Trachau(Stephanstr);Nord;01129;159;"  ";"  "
0962;03055;"Böttgerstraße                      ";"53  ";"    ";"56  ";"60  ";"Pieschen            ";"Trachau                  ";244  Trachau(Platanenstr);Nord;01129;159;"  ";"  "
0963;10273;"Boxberger Straße                   ";"1   ";"17  ";"    ";"    ";"Prohlis             ";"Prohlis                  ";721  Prohlis-Süd(Spremberger Str);"Süd ";01239;158;"  ";"  "
0964;10273;"Boxberger Straße                   ";"    ";"    ";"2   ";"34  ";"Prohlis             ";"Prohlis                  ";723  Prohlis-Süd(Finsterwald.-Ost);"Süd ";01239;158;"  ";"  "
0965;10273;"Boxberger Straße                   ";"U   ";"    ";"    ";"    ";"Prohlis             ";"Prohlis                  ";722  Prohlis-Süd(Finsterwald.-West);"Süd ";01239;158;"  ";"  "
0966;03048;"Boxdorfer Straße                   ";"1   ";"23  ";"2   ";"24b ";"Pieschen            ";"Trachau                  ";241  Trachau(Cottbuser Str);Nord;01129;159;"  ";"  "
0967;03048;"Boxdorfer Straße                   ";"33  ";"39d ";"26  ";"44  ";"Pieschen            ";"Pieschen                 ";253  Pieschen-Nord(Hellerauer Str);Nord;01129;159;"  ";"  "
0968;04052;"Boxdorfer Weg                      ";"    ";"    ";"    ";"    ";"Klotzsche           ";"Hellerberge              ";341  Hellerberge;Nord;01109;159;"  ";"  "
0969;11074;"Bozener Weg                        ";"    ";"    ";"    ";"    ";"Plauen              ";"Mockritz                 ";845  Altmockritz/Altpestitz;"Süd ";01217;158;"  ";"  "
0970;14170;"Brabschützer Straße                ";"    ";"    ";"    ";"    ";"Cotta               ";"Stetzsch                 ";981  Stetzsch;"Süd ";01157;159;"  ";"  "
0971;14323;"Brabschützer Straße (CB)           ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Cossebaude               ";902  Cossebaude-Süd;"Süd ";01156;159;"  ";"  "
0972;14066;"Bramschstraße                      ";"1   ";"11  ";"2   ";"14  ";"Cotta               ";"Löbtau                   ";923  Löbtau-Nord(Grumbacher Str);"Süd ";01159;159;"  ";"  "
0973;14066;"Bramschstraße                      ";"13  ";"19  ";"    ";"    ";"Cotta               ";"Löbtau                   ";924  Löbtau-Nord(Conertplatz);"Süd ";01159;159;"  ";"  "
0974;14066;"Bramschstraße                      ";"    ";"    ";"16  ";"26  ";"Cotta               ";"Cotta                    ";915  Cotta(Sachsdorfer Str);"Süd ";01159;159;"  ";"  "
0975;09036;"Brandstraße                        ";"    ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";571  Gruna(Karl-Roth-Str);"Süd ";01309;158;"  ";"  "
0976;09019;"Bräterstraße                       ";"    ";"    ";"18  ";"    ";"Blasewitz           ";"Striesen                 ";536  Striesen-Süd(Haenel-Clauß-Pl);"Süd ";01309;158;"  ";"  "
0977;09019;"Bräterstraße                       ";"U   ";"    ";"    ";"    ";"Blasewitz           ";"Striesen                 ";537  Striesen-Süd(Hepkeplatz);"Süd ";01309;158;"  ";"  "
0978;12186;"Brauereistraße                     ";"    ";"    ";"    ";"    ";"Plauen              ";"Dresden-Altstadt 2       ";811  Südvs.-West(Feldschlößchenstr);"Süd ";01069;158;"  ";"  "
0979;14324;"Brauergasse                        ";"    ";"    ";"    ";"    ";"Cossebaude          ";"Cossebaude               ";901  Cossebaude-Nord;"Süd ";01156;159;"  ";"  "
0980;14019;"Bräuergasse                        ";"1   ";"15  ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";052  Friedrichst.(Schäferstr);"Süd ";01067;158;"  ";"  "
0981;14019;"Bräuergasse                        ";"U   ";"    ";"    ";"    ";"Altstadt            ";"Dresden-Friedrichstadt   ";053  Friedrichst.(Klinikum);"Süd ";01067;158;"  ";"  "
0982;13100;"Braugäßchen                        ";"    ";"    ";"    ";"    ";"Cotta               ";"Gorbitz                  ";946  Niedergorbitz/Roßthal;"Süd ";01169;159;"  ";"  "
0983;03029;"Braunschweiger Straße              ";"    ";"    ";"    ";"    ";"Pieschen            ";"Pieschen                 ";214  Pieschen-Süd(Altpieschen);Nord;01127;159;"  ";"  "
0984;14067;"Braunsdorfer Straße                ";"1   ";"3   ";"4   ";"    ";"Cotta               ";"Löbtau                   ";922  Löbtau-Nord(Altlöbtau);"Süd ";01159;159;"  ";"  "
0985;14067;"Braunsdorfer Straße                ";"5   ";"13  ";"6   ";"24  ";"Cotta               ";"Löbtau                   ";923  Löbtau-Nord(Grumbacher Str);"Süd ";01159;159;"  ";"  "
0986;14067;"Braunsdorfer Straße                ";"15  ";"21  ";"    ";"    ";"Cotta               ";"Löbtau                   ";924  Löbtau-Nord(Conertplatz);"Süd ";01159;159;"  ";"  "
0987;14067;"Braunsdorfer Straße                ";"23  ";"45  ";"    ";"    ";"Cotta               ";"Gorbitz                  ";924  Löbtau-Nord(Conertplatz);"Süd ";01159;159;"  ";"  "
