Jahr;Quartal;Jahresquartal;Alter;Geschlecht;Anzahl Einwohner
2022;1. Quartal;20221;" 96 Jahre";weiblich;20
2017;3. Quartal;20173;" 92 Jahre";männlich;9
2020;4. Quartal;20204;" 44 Jahre";männlich;3
2026;1. Quartal;20261;" 93 Jahre";weiblich;18
2018;3. Quartal;20183;" 94 Jahre";weiblich;17
2019;4. Quartal;20194;" 63 Jahre";weiblich;2
2021;2. Quartal;20212;" 35 Jahre";männlich;1
2018;1. Quartal;20181;"  0 Jahre";männlich;1
2018;4. Quartal;20184;" 42 Jahre";weiblich;2
2018;2. Quartal;20182;" 86 Jahre";männlich;16
2024;3. Quartal;20243;" 49 Jahre";weiblich;2
2016;1. Quartal;20161;" 80 Jahre";weiblich;22
2021;4. Quartal;20214;" 47 Jahre";weiblich;1
2025;3. Quartal;20253;" 15 Jahre";weiblich;1
2017;4. Quartal;20174;" 86 Jahre";männlich;31
2022;3. Quartal;20223;" 76 Jahre";männlich;13
2019;2. Quartal;20192;" 98 Jahre";männlich;3
2023;1. Quartal;20231;" 34 Jahre";männlich;1
2022;2. Quartal;20222;" 94 Jahre";männlich;5
2021;3. Quartal;20213;" 75 Jahre";männlich;13
2017;3. Quartal;20173;" 46 Jahre";männlich;2
2023;1. Quartal;20231;" 92 Jahre";weiblich;39
2024;4. Quartal;20244;" 73 Jahre";weiblich;3
2022;1. Quartal;20221;" 75 Jahre";weiblich;9
2023;4. Quartal;20234;107 Jahre;weiblich;1
2024;1. Quartal;20241;" 67 Jahre";weiblich;8
2021;3. Quartal;20213;" 35 Jahre";männlich;3
2017;4. Quartal;20174;" 67 Jahre";männlich;9
2018;1. Quartal;20181;" 78 Jahre";weiblich;17
2019;3. Quartal;20193;" 90 Jahre";männlich;18
2017;2. Quartal;20172;" 74 Jahre";weiblich;11
2022;1. Quartal;20221;" 93 Jahre";männlich;10
2017;3. Quartal;20173;" 40 Jahre";männlich;2
2024;3. Quartal;20243;" 54 Jahre";männlich;1
2023;3. Quartal;20233;" 98 Jahre";weiblich;8
2022;2. Quartal;20222;" 29 Jahre";männlich;1
2023;1. Quartal;20231;" 74 Jahre";weiblich;12
2016;4. Quartal;20164;" 83 Jahre";männlich;10
2017;1. Quartal;20171;101 Jahre;weiblich;1
2022;1. Quartal;20221;" 20 Jahre";männlich;1
2017;1. Quartal;20171;" 88 Jahre";weiblich;34
2020;2. Quartal;20202;" 38 Jahre";männlich;1
2026;2. Quartal;20262;" 86 Jahre";männlich;45
2018;2. Quartal;20182;" 87 Jahre";weiblich;33
2020;4. Quartal;20204;" 81 Jahre";männlich;32
2021;1. Quartal;20211;" 85 Jahre";männlich;47
2025;2. Quartal;20252;" 67 Jahre";weiblich;3
2022;1. Quartal;20221;" 57 Jahre";männlich;6
2025;4. Quartal;20254;" 63 Jahre";weiblich;6
2019;1. Quartal;20191;" 50 Jahre";männlich;3
2017;3. Quartal;20173;" 75 Jahre";männlich;17
2017;2. Quartal;20172;" 80 Jahre";weiblich;22
2020;1. Quartal;20201;"  0 Jahre";weiblich;3
2018;2. Quartal;20182;" 63 Jahre";weiblich;1
2020;1. Quartal;20201;" 65 Jahre";männlich;11
2023;1. Quartal;20231;" 78 Jahre";männlich;28
2022;1. Quartal;20221;" 72 Jahre";männlich;23
2025;4. Quartal;20254;" 91 Jahre";männlich;22
2018;2. Quartal;20182;" 67 Jahre";männlich;11
2019;4. Quartal;20194;" 78 Jahre";männlich;26
2024;3. Quartal;20243;" 97 Jahre";weiblich;10
2022;4. Quartal;20224;" 44 Jahre";männlich;2
2019;4. Quartal;20194;" 48 Jahre";weiblich;1
2018;4. Quartal;20184;" 84 Jahre";weiblich;22
2022;4. Quartal;20224;" 81 Jahre";weiblich;25
2016;1. Quartal;20161;" 56 Jahre";weiblich;3
2018;2. Quartal;20182;" 64 Jahre";männlich;18
2023;1. Quartal;20231;" 96 Jahre";männlich;6
2020;3. Quartal;20203;102 Jahre;weiblich;1
2021;4. Quartal;20214;" 54 Jahre";männlich;5
2018;2. Quartal;20182;" 82 Jahre";weiblich;22
2023;3. Quartal;20233;" 54 Jahre";weiblich;1
2019;1. Quartal;20191;" 70 Jahre";männlich;5
2023;4. Quartal;20234;" 60 Jahre";weiblich;5
2022;3. Quartal;20223;" 96 Jahre";weiblich;16
2023;3. Quartal;20233;" 71 Jahre";männlich;16
2025;2. Quartal;20252;" 58 Jahre";männlich;6
2020;3. Quartal;20203;" 91 Jahre";männlich;15
2021;1. Quartal;20211;" 52 Jahre";weiblich;3
2024;3. Quartal;20243;" 74 Jahre";männlich;17
2025;2. Quartal;20252;" 60 Jahre";männlich;8
2025;1. Quartal;20251;" 57 Jahre";weiblich;7
2016;1. Quartal;20161;" 53 Jahre";weiblich;3
2022;3. Quartal;20223;" 42 Jahre";weiblich;1
2021;3. Quartal;20213;" 21 Jahre";männlich;2
2021;4. Quartal;20214;" 71 Jahre";männlich;11
2025;3. Quartal;20253;" 94 Jahre";männlich;15
2019;2. Quartal;20192;" 77 Jahre";weiblich;15
2016;4. Quartal;20164;" 60 Jahre";weiblich;7
2024;2. Quartal;20242;" 72 Jahre";weiblich;14
2020;2. Quartal;20202;" 57 Jahre";weiblich;1
2019;1. Quartal;20191;" 32 Jahre";weiblich;1
2020;2. Quartal;20202;" 87 Jahre";männlich;13
2022;2. Quartal;20222;" 66 Jahre";männlich;11
2016;2. Quartal;20162;" 31 Jahre";weiblich;1
2024;3. Quartal;20243;" 44 Jahre";weiblich;1
2025;3. Quartal;20253;" 58 Jahre";männlich;2
2021;4. Quartal;20214;100 Jahre;weiblich;6
2021;4. Quartal;20214;" 27 Jahre";männlich;1
2016;3. Quartal;20163;" 57 Jahre";weiblich;4
2026;1. Quartal;20261;102 Jahre;männlich;1
2023;3. Quartal;20233;" 45 Jahre";männlich;2
2017;2. Quartal;20172;" 33 Jahre";männlich;1
2023;3. Quartal;20233;" 61 Jahre";weiblich;1
2020;1. Quartal;20201;" 85 Jahre";männlich;37
2018;4. Quartal;20184;" 97 Jahre";männlich;5
2019;2. Quartal;20192;" 94 Jahre";weiblich;20
2021;2. Quartal;20212;" 92 Jahre";männlich;15
2024;1. Quartal;20241;" 43 Jahre";männlich;1
2024;2. Quartal;20242;" 93 Jahre";weiblich;19
2021;2. Quartal;20212;" 20 Jahre";weiblich;1
2021;1. Quartal;20211;" 75 Jahre";weiblich;10
2026;1. Quartal;20261;" 98 Jahre";weiblich;11
2023;1. Quartal;20231;" 38 Jahre";weiblich;1
2023;4. Quartal;20234;" 59 Jahre";weiblich;1
2025;3. Quartal;20253;" 86 Jahre";weiblich;42
2021;3. Quartal;20213;" 71 Jahre";weiblich;9
2022;1. Quartal;20221;" 79 Jahre";männlich;21
2017;1. Quartal;20171;" 96 Jahre";männlich;8
2017;4. Quartal;20174;" 80 Jahre";männlich;18
2016;1. Quartal;20161;" 38 Jahre";männlich;1
2016;2. Quartal;20162;" 57 Jahre";weiblich;3
2019;1. Quartal;20191;" 51 Jahre";weiblich;2
2025;3. Quartal;20253;" 97 Jahre";weiblich;11
2017;2. Quartal;20172;" 58 Jahre";männlich;7
2016;2. Quartal;20162;" 99 Jahre";männlich;1
2018;1. Quartal;20181;" 46 Jahre";weiblich;1
2017;3. Quartal;20173;" 89 Jahre";weiblich;28
2023;1. Quartal;20231;" 91 Jahre";männlich;18
2021;2. Quartal;20212;" 71 Jahre";männlich;10
2021;4. Quartal;20214;" 78 Jahre";weiblich;18
2019;1. Quartal;20191;"  0 Jahre";weiblich;5
2024;2. Quartal;20242;" 42 Jahre";männlich;1
2019;3. Quartal;20193;" 64 Jahre";männlich;9
2025;3. Quartal;20253;" 33 Jahre";männlich;1
2022;2. Quartal;20222;" 97 Jahre";weiblich;12
2022;1. Quartal;20221;" 90 Jahre";weiblich;39
2018;3. Quartal;20183;" 45 Jahre";männlich;2
2016;4. Quartal;20164;" 62 Jahre";weiblich;1
2022;2. Quartal;20222;" 62 Jahre";weiblich;5
2022;3. Quartal;20223;" 36 Jahre";männlich;1
2024;2. Quartal;20242;" 64 Jahre";männlich;13
2019;1. Quartal;20191;" 53 Jahre";männlich;5
2025;1. Quartal;20251;" 77 Jahre";weiblich;14
2017;3. Quartal;20173;" 69 Jahre";männlich;6
2019;2. Quartal;20192;" 49 Jahre";weiblich;2
2026;2. Quartal;20262;" 31 Jahre";männlich;1
2025;1. Quartal;20251;101 Jahre;weiblich;5
2022;4. Quartal;20224;" 63 Jahre";männlich;4
2025;4. Quartal;20254;" 16 Jahre";männlich;1
2019;1. Quartal;20191;" 88 Jahre";weiblich;42
2017;2. Quartal;20172;" 94 Jahre";männlich;2
2025;2. Quartal;20252;" 98 Jahre";männlich;4
2025;3. Quartal;20253;" 53 Jahre";weiblich;1
2017;1. Quartal;20171;104 Jahre;weiblich;1
2017;4. Quartal;20174;" 82 Jahre";weiblich;27
2016;3. Quartal;20163;" 71 Jahre";weiblich;8
2025;4. Quartal;20254;" 52 Jahre";weiblich;3
2023;3. Quartal;20233;" 79 Jahre";weiblich;24
2024;4. Quartal;20244;" 41 Jahre";männlich;3
2016;2. Quartal;20162;" 48 Jahre";männlich;1
2025;4. Quartal;20254;" 78 Jahre";männlich;13
2024;2. Quartal;20242;" 65 Jahre";männlich;11
2017;4. Quartal;20174;" 45 Jahre";männlich;2
2020;1. Quartal;20201;" 47 Jahre";männlich;3
2026;1. Quartal;20261;" 73 Jahre";weiblich;12
2024;2. Quartal;20242;104 Jahre;weiblich;2
2025;1. Quartal;20251;" 83 Jahre";männlich;34
2017;4. Quartal;20174;" 76 Jahre";männlich;17
2022;4. Quartal;20224;" 74 Jahre";weiblich;7
2024;1. Quartal;20241;" 62 Jahre";männlich;9
2025;2. Quartal;20252;" 44 Jahre";männlich;1
2022;2. Quartal;20222;" 44 Jahre";weiblich;2
2022;2. Quartal;20222;" 74 Jahre";männlich;13
2024;1. Quartal;20241;" 81 Jahre";männlich;37
2019;4. Quartal;20194;" 44 Jahre";männlich;2
2018;4. Quartal;20184;" 93 Jahre";weiblich;22
2016;4. Quartal;20164;" 32 Jahre";weiblich;1
2018;1. Quartal;20181;" 87 Jahre";weiblich;40
2022;3. Quartal;20223;" 56 Jahre";weiblich;4
2016;2. Quartal;20162;" 92 Jahre";männlich;9
2020;3. Quartal;20203;" 78 Jahre";männlich;22
2022;2. Quartal;20222;" 54 Jahre";männlich;5
2021;2. Quartal;20212;" 26 Jahre";männlich;1
2020;1. Quartal;20201;" 92 Jahre";weiblich;37
2019;4. Quartal;20194;" 37 Jahre";weiblich;1
2025;1. Quartal;20251;" 68 Jahre";männlich;16
2019;2. Quartal;20192;" 34 Jahre";männlich;1
2023;4. Quartal;20234;" 44 Jahre";männlich;1
2023;2. Quartal;20232;" 67 Jahre";weiblich;5
2022;2. Quartal;20222;" 80 Jahre";weiblich;19
2019;4. Quartal;20194;" 83 Jahre";weiblich;34
2019;3. Quartal;20193;"  0 Jahre";weiblich;3
2019;1. Quartal;20191;" 56 Jahre";männlich;8
2016;4. Quartal;20164;" 53 Jahre";weiblich;6
2019;3. Quartal;20193;" 65 Jahre";männlich;15
2016;2. Quartal;20162;" 21 Jahre";männlich;1
2016;3. Quartal;20163;" 94 Jahre";männlich;6
2019;2. Quartal;20192;" 44 Jahre";weiblich;1
2016;1. Quartal;20161;" 66 Jahre";weiblich;9
2019;3. Quartal;20193;" 70 Jahre";männlich;7
2020;2. Quartal;20202;" 82 Jahre";männlich;25
2020;4. Quartal;20204;" 59 Jahre";männlich;5
2021;4. Quartal;20214;" 91 Jahre";männlich;28
2016;1. Quartal;20161;" 86 Jahre";weiblich;30
2022;4. Quartal;20224;" 85 Jahre";männlich;37
2020;2. Quartal;20202;" 48 Jahre";männlich;3
2021;1. Quartal;20211;" 61 Jahre";männlich;14
2021;2. Quartal;20212;" 85 Jahre";weiblich;20
2017;2. Quartal;20172;" 86 Jahre";weiblich;29
2023;4. Quartal;20234;" 47 Jahre";männlich;1
2023;2. Quartal;20232;" 85 Jahre";weiblich;28
2024;2. Quartal;20242;" 70 Jahre";weiblich;5
2020;2. Quartal;20202;" 51 Jahre";weiblich;3
2024;3. Quartal;20243;" 77 Jahre";weiblich;13
2026;1. Quartal;20261;" 86 Jahre";männlich;52
2021;2. Quartal;20212;" 52 Jahre";weiblich;2
2019;3. Quartal;20193;" 75 Jahre";weiblich;13
2022;3. Quartal;20223;" 79 Jahre";weiblich;19
2021;3. Quartal;20213;100 Jahre;weiblich;6
2016;1. Quartal;20161;" 48 Jahre";weiblich;3
2017;2. Quartal;20172;" 48 Jahre";weiblich;1
2019;1. Quartal;20191;" 69 Jahre";weiblich;8
2016;4. Quartal;20164;" 93 Jahre";weiblich;22
2018;3. Quartal;20183;" 87 Jahre";weiblich;35
2019;1. Quartal;20191;" 72 Jahre";männlich;3
2022;1. Quartal;20221;" 40 Jahre";männlich;2
2024;2. Quartal;20242;101 Jahre;weiblich;3
2026;2. Quartal;20262;102 Jahre;weiblich;3
2022;1. Quartal;20221;" 23 Jahre";männlich;2
2018;4. Quartal;20184;" 64 Jahre";weiblich;6
2016;2. Quartal;20162;" 65 Jahre";weiblich;7
2022;3. Quartal;20223;" 90 Jahre";weiblich;33
2017;1. Quartal;20171;" 54 Jahre";männlich;4
2021;4. Quartal;20214;" 86 Jahre";männlich;45
2020;1. Quartal;20201;" 90 Jahre";männlich;44
2017;4. Quartal;20174;" 97 Jahre";männlich;2
2018;1. Quartal;20181;" 60 Jahre";männlich;5
2024;1. Quartal;20241;" 58 Jahre";weiblich;4
2018;2. Quartal;20182;" 54 Jahre";männlich;8
2023;2. Quartal;20232;" 50 Jahre";weiblich;3
2021;4. Quartal;20214;" 34 Jahre";männlich;1
2020;1. Quartal;20201;" 99 Jahre";weiblich;5
2026;2. Quartal;20262;" 45 Jahre";männlich;3
2020;4. Quartal;20204;105 Jahre;weiblich;2
2024;4. Quartal;20244;" 76 Jahre";weiblich;5
2021;3. Quartal;20213;" 59 Jahre";männlich;8
2016;4. Quartal;20164;" 74 Jahre";männlich;19
2019;1. Quartal;20191;" 90 Jahre";männlich;17
2020;1. Quartal;20201;100 Jahre;weiblich;7
2018;4. Quartal;20184;" 58 Jahre";männlich;7
2025;1. Quartal;20251;" 69 Jahre";männlich;18
2025;3. Quartal;20253;" 80 Jahre";weiblich;15
2016;2. Quartal;20162;" 51 Jahre";weiblich;2
2023;4. Quartal;20234;" 81 Jahre";männlich;15
2025;2. Quartal;20252;" 91 Jahre";männlich;19
2020;2. Quartal;20202;" 67 Jahre";männlich;15
2023;2. Quartal;20232;" 60 Jahre";männlich;12
2018;1. Quartal;20181;" 50 Jahre";männlich;4
2022;3. Quartal;20223;" 84 Jahre";männlich;31
2017;2. Quartal;20172;" 78 Jahre";männlich;24
2025;2. Quartal;20252;" 62 Jahre";männlich;12
2023;3. Quartal;20233;" 86 Jahre";männlich;32
2016;2. Quartal;20162;" 28 Jahre";weiblich;1
2017;4. Quartal;20174;" 87 Jahre";weiblich;27
2024;4. Quartal;20244;" 56 Jahre";weiblich;4
2025;4. Quartal;20254;" 94 Jahre";weiblich;22
2023;2. Quartal;20232;" 95 Jahre";männlich;7
2017;1. Quartal;20171;" 49 Jahre";weiblich;1
2022;1. Quartal;20221;" 81 Jahre";weiblich;31
2021;3. Quartal;20213;" 95 Jahre";weiblich;23
2022;3. Quartal;20223;" 72 Jahre";weiblich;12
2017;4. Quartal;20174;" 73 Jahre";männlich;16
2023;2. Quartal;20232;" 43 Jahre";männlich;2
2018;1. Quartal;20181;" 82 Jahre";weiblich;33
2018;2. Quartal;20182;" 49 Jahre";weiblich;1
2020;3. Quartal;20203;" 94 Jahre";weiblich;25
2026;2. Quartal;20262;" 16 Jahre";männlich;1
2016;3. Quartal;20163;" 66 Jahre";männlich;10
2025;3. Quartal;20253;102 Jahre;männlich;1
2018;1. Quartal;20181;" 35 Jahre";männlich;1
2020;4. Quartal;20204;" 49 Jahre";männlich;3
2018;4. Quartal;20184;" 77 Jahre";männlich;20
2020;1. Quartal;20201;" 30 Jahre";männlich;1
2024;2. Quartal;20242;" 85 Jahre";weiblich;38
2024;4. Quartal;20244;" 88 Jahre";männlich;29
2025;3. Quartal;20253;" 38 Jahre";männlich;1
2017;2. Quartal;20172;"  0 Jahre";weiblich;5
2017;4. Quartal;20174;" 95 Jahre";männlich;2
2019;2. Quartal;20192;" 53 Jahre";weiblich;1
2021;1. Quartal;20211;" 45 Jahre";männlich;1
2022;4. Quartal;20224;" 79 Jahre";männlich;29
2020;4. Quartal;20204;" 84 Jahre";weiblich;38
2016;3. Quartal;20163;" 63 Jahre";männlich;10
2020;2. Quartal;20202;" 61 Jahre";männlich;4
2024;4. Quartal;20244;" 97 Jahre";männlich;3
2020;2. Quartal;20202;" 81 Jahre";weiblich;24
2022;1. Quartal;20221;" 38 Jahre";weiblich;1
2024;3. Quartal;20243;" 55 Jahre";weiblich;3
2020;4. Quartal;20204;" 99 Jahre";männlich;4
2023;4. Quartal;20234;"  0 Jahre";männlich;1
2026;2. Quartal;20262;" 52 Jahre";weiblich;1
2020;2. Quartal;20202;" 27 Jahre";männlich;1
2026;2. Quartal;20262;" 75 Jahre";männlich;8
2022;1. Quartal;20221;" 45 Jahre";männlich;2
2018;1. Quartal;20181;" 64 Jahre";weiblich;7
2025;1. Quartal;20251;" 56 Jahre";männlich;2
2017;4. Quartal;20174;" 78 Jahre";männlich;30
2021;1. Quartal;20211;" 22 Jahre";männlich;1
2025;3. Quartal;20253;108 Jahre;weiblich;1
2023;2. Quartal;20232;" 76 Jahre";weiblich;8
2022;4. Quartal;20224;" 90 Jahre";männlich;29
2019;4. Quartal;20194;" 75 Jahre";weiblich;13
2021;1. Quartal;20211;" 88 Jahre";weiblich;37
2023;4. Quartal;20234;" 69 Jahre";männlich;12
2016;4. Quartal;20164;" 95 Jahre";männlich;9
2023;2. Quartal;20232;" 45 Jahre";männlich;1
2024;1. Quartal;20241;" 51 Jahre";männlich;8
2025;4. Quartal;20254;" 84 Jahre";männlich;40
2019;4. Quartal;20194;" 70 Jahre";männlich;16
2023;2. Quartal;20232;" 87 Jahre";männlich;40
2022;4. Quartal;20224;" 99 Jahre";weiblich;8
2019;1. Quartal;20191;" 94 Jahre";männlich;10
2017;3. Quartal;20173;" 76 Jahre";weiblich;18
2020;1. Quartal;20201;" 94 Jahre";weiblich;31
2023;4. Quartal;20234;" 42 Jahre";männlich;2
2021;4. Quartal;20214;" 31 Jahre";männlich;1
2016;2. Quartal;20162;" 66 Jahre";männlich;9
2024;4. Quartal;20244;" 65 Jahre";weiblich;8
2016;4. Quartal;20164;" 86 Jahre";weiblich;34
2026;1. Quartal;20261;" 89 Jahre";männlich;47
2022;1. Quartal;20221;" 88 Jahre";weiblich;26
2023;4. Quartal;20234;" 89 Jahre";weiblich;29
2020;4. Quartal;20204;" 71 Jahre";männlich;19
2024;3. Quartal;20243;103 Jahre;weiblich;3
2018;1. Quartal;20181;" 97 Jahre";männlich;3
2025;3. Quartal;20253;" 14 Jahre";männlich;1
2021;2. Quartal;20212;" 64 Jahre";männlich;11
2021;2. Quartal;20212;" 83 Jahre";weiblich;23
2018;3. Quartal;20183;" 93 Jahre";männlich;18
2020;3. Quartal;20203;" 75 Jahre";weiblich;3
2025;2. Quartal;20252;" 85 Jahre";männlich;36
2017;2. Quartal;20172;" 88 Jahre";weiblich;32
2017;3. Quartal;20173;" 73 Jahre";weiblich;9
2019;4. Quartal;20194;" 85 Jahre";männlich;29
2017;2. Quartal;20172;" 52 Jahre";männlich;4
2024;4. Quartal;20244;" 64 Jahre";weiblich;4
2026;1. Quartal;20261;" 84 Jahre";männlich;47
2025;1. Quartal;20251;" 74 Jahre";männlich;17
2026;2. Quartal;20262;" 96 Jahre";weiblich;15
2021;1. Quartal;20211;" 63 Jahre";männlich;12
2017;1. Quartal;20171;" 33 Jahre";weiblich;2
2023;2. Quartal;20232;" 65 Jahre";männlich;9
2019;3. Quartal;20193;" 81 Jahre";weiblich;25
2020;4. Quartal;20204;" 92 Jahre";männlich;20
2016;4. Quartal;20164;" 89 Jahre";weiblich;27
2017;1. Quartal;20171;" 56 Jahre";weiblich;1
2022;3. Quartal;20223;" 82 Jahre";männlich;27
2021;3. Quartal;20213;" 64 Jahre";männlich;10
2022;3. Quartal;20223;" 16 Jahre";männlich;1
2022;2. Quartal;20222;" 95 Jahre";weiblich;21
2022;4. Quartal;20224;" 72 Jahre";männlich;15
2018;4. Quartal;20184;" 55 Jahre";männlich;7
2024;4. Quartal;20244;" 80 Jahre";männlich;22
2025;4. Quartal;20254;" 87 Jahre";männlich;32
2025;4. Quartal;20254;" 45 Jahre";männlich;1
2016;1. Quartal;20161;108 Jahre;weiblich;1
2018;4. Quartal;20184;" 98 Jahre";weiblich;11
2021;1. Quartal;20211;" 69 Jahre";weiblich;7
2022;3. Quartal;20223;" 74 Jahre";weiblich;6
2025;4. Quartal;20254;" 70 Jahre";weiblich;7
2019;3. Quartal;20193;" 91 Jahre";männlich;12
2025;1. Quartal;20251;" 55 Jahre";männlich;3
2023;3. Quartal;20233;" 44 Jahre";weiblich;3
2025;2. Quartal;20252;" 50 Jahre";weiblich;1
2025;3. Quartal;20253;" 83 Jahre";männlich;25
2020;2. Quartal;20202;" 91 Jahre";männlich;13
2024;2. Quartal;20242;" 83 Jahre";weiblich;29
2025;1. Quartal;20251;" 80 Jahre";weiblich;22
2016;1. Quartal;20161;104 Jahre;weiblich;1
2018;2. Quartal;20182;" 95 Jahre";männlich;8
2022;4. Quartal;20224;" 21 Jahre";weiblich;2
2023;4. Quartal;20234;" 68 Jahre";männlich;13
2024;3. Quartal;20243;" 81 Jahre";männlich;21
2017;4. Quartal;20174;" 85 Jahre";weiblich;25
2021;4. Quartal;20214;" 19 Jahre";männlich;2
2021;3. Quartal;20213;" 65 Jahre";männlich;8
2020;3. Quartal;20203;" 66 Jahre";männlich;14
2022;4. Quartal;20224;" 92 Jahre";weiblich;39
2020;1. Quartal;20201;" 73 Jahre";männlich;11
2021;4. Quartal;20214;" 45 Jahre";männlich;1
2017;3. Quartal;20173;102 Jahre;weiblich;3
2019;2. Quartal;20192;" 36 Jahre";männlich;1
2025;2. Quartal;20252;" 49 Jahre";männlich;2
2020;3. Quartal;20203;" 92 Jahre";weiblich;30
2018;3. Quartal;20183;" 40 Jahre";männlich;2
2018;1. Quartal;20181;" 54 Jahre";männlich;6
2018;2. Quartal;20182;" 91 Jahre";weiblich;33
2021;3. Quartal;20213;" 61 Jahre";weiblich;3
2021;2. Quartal;20212;" 31 Jahre";weiblich;1
2024;3. Quartal;20243;" 56 Jahre";weiblich;1
2023;4. Quartal;20234;" 99 Jahre";männlich;1
2018;4. Quartal;20184;" 38 Jahre";männlich;1
2017;1. Quartal;20171;" 74 Jahre";weiblich;12
2025;1. Quartal;20251;" 99 Jahre";männlich;3
2019;1. Quartal;20191;" 80 Jahre";weiblich;30
2025;1. Quartal;20251;" 46 Jahre";weiblich;1
2019;1. Quartal;20191;" 66 Jahre";männlich;13
2018;1. Quartal;20181;" 58 Jahre";weiblich;1
2020;3. Quartal;20203;" 85 Jahre";männlich;36
2021;1. Quartal;20211;" 96 Jahre";männlich;7
2022;3. Quartal;20223;" 67 Jahre";männlich;7
2017;2. Quartal;20172;" 61 Jahre";männlich;10
2018;1. Quartal;20181;" 92 Jahre";männlich;18
2025;3. Quartal;20253;" 50 Jahre";weiblich;2
2016;2. Quartal;20162;" 94 Jahre";männlich;7
2023;1. Quartal;20231;" 81 Jahre";weiblich;32
2023;3. Quartal;20233;" 84 Jahre";männlich;28
2024;4. Quartal;20244;100 Jahre;männlich;2
2016;3. Quartal;20163;" 68 Jahre";weiblich;3
2017;4. Quartal;20174;" 57 Jahre";männlich;6
2019;4. Quartal;20194;"  4 Jahre";männlich;1
2019;1. Quartal;20191;" 97 Jahre";weiblich;13
2017;2. Quartal;20172;" 30 Jahre";weiblich;1
2016;2. Quartal;20162;" 86 Jahre";weiblich;23
2022;3. Quartal;20223;" 43 Jahre";männlich;1
2018;2. Quartal;20182;" 40 Jahre";männlich;1
2022;2. Quartal;20222;" 52 Jahre";männlich;3
2018;1. Quartal;20181;" 93 Jahre";weiblich;30
2020;4. Quartal;20204;" 53 Jahre";männlich;5
2021;3. Quartal;20213;" 18 Jahre";männlich;1
2023;1. Quartal;20231;" 85 Jahre";männlich;42
2016;1. Quartal;20161;" 88 Jahre";weiblich;31
2017;1. Quartal;20171;" 78 Jahre";männlich;29
2019;2. Quartal;20192;" 90 Jahre";männlich;23
2025;1. Quartal;20251;" 33 Jahre";männlich;1
2022;2. Quartal;20222;" 75 Jahre";männlich;8
2020;3. Quartal;20203;" 70 Jahre";männlich;18
2024;3. Quartal;20243;" 71 Jahre";weiblich;8
2019;1. Quartal;20191;" 62 Jahre";weiblich;4
2023;3. Quartal;20233;" 62 Jahre";männlich;4
2021;4. Quartal;20214;" 72 Jahre";weiblich;7
2024;2. Quartal;20242;" 54 Jahre";männlich;1
2019;4. Quartal;20194;" 50 Jahre";weiblich;1
2022;2. Quartal;20222;" 47 Jahre";weiblich;1
2020;2. Quartal;20202;" 56 Jahre";männlich;8
2022;1. Quartal;20221;" 83 Jahre";männlich;34
2022;2. Quartal;20222;" 65 Jahre";weiblich;3
2021;2. Quartal;20212;" 87 Jahre";männlich;21
2018;3. Quartal;20183;" 60 Jahre";männlich;2
2024;4. Quartal;20244;" 68 Jahre";männlich;11
2017;3. Quartal;20173;" 54 Jahre";weiblich;3
2026;2. Quartal;20262;" 60 Jahre";weiblich;4
2021;4. Quartal;20214;" 84 Jahre";männlich;44
2021;3. Quartal;20213;" 54 Jahre";weiblich;2
2024;1. Quartal;20241;" 57 Jahre";männlich;7
2024;3. Quartal;20243;" 35 Jahre";weiblich;1
2026;1. Quartal;20261;" 42 Jahre";männlich;2
2017;1. Quartal;20171;" 16 Jahre";männlich;1
2021;2. Quartal;20212;" 45 Jahre";weiblich;1
2023;4. Quartal;20234;" 92 Jahre";männlich;19
2019;1. Quartal;20191;" 47 Jahre";männlich;2
2019;3. Quartal;20193;" 41 Jahre";weiblich;1
2018;2. Quartal;20182;" 52 Jahre";weiblich;2
2018;2. Quartal;20182;100 Jahre;weiblich;2
2020;2. Quartal;20202;" 59 Jahre";weiblich;3
2016;3. Quartal;20163;" 83 Jahre";männlich;19
2018;4. Quartal;20184;" 86 Jahre";männlich;19
